  1.83000E+00 -3.14143E+02 -7.33370E+01  1.03358E+02  2.61488E+01 -2.38501E-01  6.09694E-03
  1.84000E+00 -3.13109E+02 -7.30753E+01  1.03386E+02  2.62337E+01 -2.38857E-01  6.37495E-03
  1.85000E+00 -3.12075E+02 -7.28127E+01  1.03415E+02  2.63179E+01 -2.39206E-01  6.65338E-03
  1.86000E+00 -3.11041E+02 -7.25493E+01  1.03443E+02  2.64013E+01 -2.39546E-01  6.93223E-03
  1.87000E+00 -3.10006E+02 -7.22851E+01  1.03472E+02  2.64840E+01 -2.39878E-01  7.21150E-03
  1.88000E+00 -3.08972E+02 -7.20201E+01  1.03501E+02  2.65660E+01 -2.40202E-01  7.49121E-03
  1.89000E+00 -3.07936E+02 -7.17542E+01  1.03530E+02  2.66473E+01 -2.40519E-01  7.77133E-03
  1.90000E+00 -3.06901E+02 -7.14875E+01  1.03560E+02  2.67278E+01 -2.40827E-01  8.05189E-03
  1.91000E+00 -3.05865E+02 -7.12200E+01  1.03590E+02  2.68075E+01 -2.41127E-01  8.33289E-03
  1.92000E+00 -3.04829E+02 -7.09518E+01  1.03620E+02  2.68865E+01 -2.41419E-01  8.61434E-03
  1.93000E+00 -3.03793E+02 -7.06827E+01  1.03650E+02  2.69648E+01 -2.41703E-01  8.89621E-03
  1.94000E+00 -3.02757E+02 -7.04129E+01  1.03680E+02  2.70423E+01 -2.41979E-01  9.17854E-03
  1.95000E+00 -3.01720E+02 -7.01422E+01  1.03711E+02  2.71191E+01 -2.42247E-01  9.46131E-03
  1.96000E+00 -3.00683E+02 -6.98709E+01  1.03742E+02  2.71951E+01 -2.42507E-01  9.74452E-03
  1.97000E+00 -2.99645E+02 -6.95987E+01  1.03773E+02  2.72704E+01 -2.42759E-01  1.00282E-02
  1.98000E+00 -2.98607E+02 -6.93258E+01  1.03804E+02  2.73449E+01 -2.43002E-01  1.03123E-02
  1.99000E+00 -2.97569E+02 -6.90522E+01  1.03836E+02  2.74187E+01 -2.43238E-01  1.05968E-02
  2.00000E+00 -2.96531E+02 -6.87778E+01  1.03868E+02  2.74917E+01 -2.43465E-01  1.08819E-02
  2.01000E+00 -2.95492E+02 -6.85027E+01  1.03900E+02  2.75639E+01 -2.43684E-01  1.11674E-02
  2.02000E+00 -2.94453E+02 -6.82269E+01  1.03932E+02  2.76354E+01 -2.43895E-01  1.14533E-02
  2.03000E+00 -2.93413E+02 -6.79504E+01  1.03965E+02  2.77061E+01 -2.44098E-01  1.17397E-02
  2.04000E+00 -2.92374E+02 -6.76731E+01  1.03998E+02  2.77761E+01 -2.44293E-01  1.20266E-02
  2.05000E+00 -2.91334E+02 -6.73952E+01  1.04031E+02  2.78452E+01 -2.44479E-01  1.23139E-02
  2.06000E+00 -2.90293E+02 -6.71166E+01  1.04064E+02  2.79137E+01 -2.44658E-01  1.26017E-02
  2.07000E+00 -2.89253E+02 -6.68373E+01  1.04098E+02  2.79813E+01 -2.44828E-01  1.28900E-02
  2.08000E+00 -2.88211E+02 -6.65573E+01  1.04132E+02  2.80482E+01 -2.44990E-01  1.31787E-02
  2.09000E+00 -2.87170E+02 -6.62767E+01  1.04166E+02  2.81143E+01 -2.45143E-01  1.34680E-02
  2.10000E+00 -2.86128E+02 -6.59954E+01  1.04200E+02  2.81796E+01 -2.45289E-01  1.37577E-02
  2.11000E+00 -2.85086E+02 -6.57134E+01  1.04235E+02  2.82441E+01 -2.45426E-01  1.40479E-02
  2.12000E+00 -2.84044E+02 -6.54308E+01  1.04270E+02  2.83079E+01 -2.45555E-01  1.43386E-02
  2.13000E+00 -2.83001E+02 -6.51476E+01  1.04305E+02  2.83709E+01 -2.45675E-01  1.46298E-02
  2.14000E+00 -2.81958E+02 -6.48637E+01  1.04340E+02  2.84331E+01 -2.45788E-01  1.49215E-02
  2.15000E+00 -2.80914E+02 -6.45792E+01  1.04376E+02  2.84945E+01 -2.45892E-01  1.52136E-02
  2.16000E+00 -2.79871E+02 -6.42941E+01  1.04412E+02  2.85551E+01 -2.45987E-01  1.55063E-02
  2.17000E+00 -2.78826E+02 -6.40084E+01  1.04448E+02  2.86149E+01 -2.46074E-01  1.57995E-02
  2.18000E+00 -2.77782E+02 -6.37221E+01  1.04484E+02  2.86740E+01 -2.46153E-01  1.60931E-02
  2.19000E+00 -2.76737E+02 -6.34352E+01  1.04521E+02  2.87322E+01 -2.46224E-01  1.63873E-02
  2.20000E+00 -2.75692E+02 -6.31478E+01  1.04558E+02  2.87896E+01 -2.46286E-01  1.66820E-02
  2.21000E+00 -2.74646E+02 -6.28597E+01  1.04595E+02  2.88463E+01 -2.46340E-01  1.69772E-02
  2.22000E+00 -2.73600E+02 -6.25711E+01  1.04633E+02  2.89021E+01 -2.46385E-01  1.72729E-02
  2.23000E+00 -2.72553E+02 -6.22820E+01  1.04671E+02  2.89572E+01 -2.46422E-01  1.75692E-02
