0.0000	0.000000	0.000000
0.0100	0.000000	-0.098800
0.0200	-0.000988	-0.188827
0.0300	-0.002876	-0.270469
0.0400	-0.005581	-0.344116
0.0500	-0.009022	-0.410156
0.0600	-0.013124	-0.468973
0.0700	-0.017813	-0.520948
0.0800	-0.023023	-0.566457
0.0900	-0.028687	-0.605868
0.1000	-0.034746	-0.639544
0.1100	-0.041142	-0.667839
0.1200	-0.047820	-0.691096
0.1300	-0.054731	-0.709652
0.1400	-0.061827	-0.723833
0.1500	-0.069066	-0.733953
0.1600	-0.076405	-0.740318
0.1700	-0.083808	-0.743220
0.1800	-0.091241	-0.742943
0.1900	-0.098670	-0.739757
0.2000	-0.106068	-0.733922
0.2100	-0.113407	-0.725684
0.2200	-0.120664	-0.715282
0.2300	-0.127817	-0.702939
0.2400	-0.134846	-0.688869
0.2500	-0.141735	-0.673274
0.2600	-0.148467	-0.656344
0.2700	-0.155031	-0.638261
0.2800	-0.161413	-0.619193
0.2900	-0.167605	-0.599298
0.3000	-0.173598	-0.578727
0.3100	-0.179386	-0.557617
0.3200	-0.184962	-0.536097
0.3300	-0.190323	-0.514287
0.3400	-0.195466	-0.492298
0.3500	-0.200389	-0.470232
0.3600	-0.205091	-0.448182
0.3700	-0.209573	-0.426234
0.3800	-0.213835	-0.404466
0.3900	-0.217880	-0.382949
0.4000	-0.221709	-0.361746
0.4100	-0.225327	-0.340914
0.4200	-0.228736	-0.320504
0.4300	-0.231941	-0.300562
0.4400	-0.234946	-0.281125
0.4500	-0.237758	-0.262227
0.4600	-0.240380	-0.243899
0.4700	-0.242819	-0.226163
0.4800	-0.245081	-0.209039
0.4900	-0.247171	-0.192543
0.5000	-0.249096	-0.176687
0.5100	-0.250863	-0.161478
0.5200	-0.252478	-0.146923
0.5300	-0.253947	-0.133024
0.5400	-0.255277	-0.119778
0.5500	-0.256475	-0.107184
0.5600	-0.257547	-0.095235
0.5700	-0.258499	-0.083924
0.5800	-0.259339	-0.073242
0.5900	-0.260071	-0.063177
0.6000	-0.260703	-0.053717
0.6100	-0.261240	-0.044847
0.6200	-0.261689	-0.036554
0.6300	-0.262054	-0.028819
0.6400	-0.262342	-0.021627
0.6500	-0.262559	-0.014960
0.6600	-0.262708	-0.008800
0.6700	-0.262796	-0.003128
0.6800	-0.262827	0.002076
0.6900	-0.262807	0.006829
0.7000	-0.262738	0.011153
0.7100	-0.262627	0.015065
0.7200	-0.262476	0.018586
0.7300	-0.262290	0.021735
0.7400	-0.262073	0.024531
0.7500	-0.261828	0.026993
0.7600	-0.261558	0.029139
0.7700	-0.261266	0.030989
0.7800	-0.260956	0.032559
0.7900	-0.260631	0.033867
0.8000	-0.260292	0.034931
0.8100	-0.259943	0.035766
0.8200	-0.259585	0.036389
0.8300	-0.259221	0.036816
0.8400	-0.258853	0.037062
0.8500	-0.258483	0.037140
0.8600	-0.258111	0.037065
0.8700	-0.257740	0.036850
0.8800	-0.257372	0.036508
0.8900	-0.257007	0.036051
0.9000	-0.256646	0.035490
0.9100	-0.256291	0.034837
0.9200	-0.255943	0.034102
0.9300	-0.255602	0.033294
0.9400	-0.255269	0.032424
0.9500	-0.254945	0.031499
0.9600	-0.254630	0.030529
0.9700	-0.254325	0.029520
0.9800	-0.254029	0.028481
0.9900	-0.253745	0.027417
1.0000	-0.253470	0.026336
1.0100	-0.253207	0.025242
1.0200	-0.252955	0.024141
1.0300	-0.252713	0.023039
1.0400	-0.252483	0.021939
1.0500	-0.252263	0.020845
1.0600	-0.252055	0.019763
1.0700	-0.251857	0.018694
1.0800	-0.251670	0.017642
1.0900	-0.251494	0.016610
1.1000	-0.251328	0.015600
1.1100	-0.251172	0.014613
1.1200	-0.251026	0.013653
1.1300	-0.250889	0.012721
1.1400	-0.250762	0.011817
1.1500	-0.250644	0.010944
1.1600	-0.250535	0.010101
1.1700	-0.250434	0.009290
1.1800	-0.250341	0.008511
1.1900	-0.250255	0.007765
1.2000	-0.250178	0.007051
1.2100	-0.250107	0.006370
1.2200	-0.250044	0.005722
1.2300	-0.249986	0.005106
1.2400	-0.249935	0.004522
1.2500	-0.249890	0.003970
1.2600	-0.249850	0.003449
1.2700	-0.249816	0.002959
1.2800	-0.249786	0.002499
1.2900	-0.249761	0.002067
1.3000	-0.249741	0.001665
1.3100	-0.249724	0.001289
1.3200	-0.249711	0.000941
1.3300	-0.249702	0.000618
1.3400	-0.249696	0.000321
1.3500	-0.249692	0.000047
1.3600	-0.249692	-0.000203
1.3700	-0.249694	-0.000432
1.3800	-0.249698	-0.000639
1.3900	-0.249705	-0.000827
1.4000	-0.249713	-0.000995
1.4100	-0.249723	-0.001145
1.4200	-0.249734	-0.001278
1.4300	-0.249747	-0.001394
1.4400	-0.249761	-0.001495
