  0.00000E+00  0.00000E+00  0.00000E+00
  5.00000E-02 -9.02211E-03 -4.10156E-01
  1.00000E-01 -3.47461E-02 -6.39544E-01
  1.50000E-01 -6.90658E-02 -7.33953E-01
  2.00000E-01 -1.06068E-01 -7.33922E-01
  2.50000E-01 -1.41735E-01 -6.73274E-01
  3.00000E-01 -1.73598E-01 -5.78727E-01
  3.50000E-01 -2.00389E-01 -4.70232E-01
  4.00000E-01 -2.21709E-01 -3.61746E-01
  4.50000E-01 -2.37758E-01 -2.62227E-01
  5.00000E-01 -2.49096E-01 -1.76687E-01
  5.50000E-01 -2.56475E-01 -1.07184E-01
  6.00000E-01 -2.60703E-01 -5.37170E-02
  6.50000E-01 -2.62559E-01 -1.49603E-02
  7.00000E-01 -2.62738E-01  1.11527E-02
  7.50000E-01 -2.61828E-01  2.69928E-02
  7.99999E-01 -2.60292E-01  3.49305E-02
  8.49999E-01 -2.58483E-01  3.71400E-02
  8.99999E-01 -2.56646E-01  3.54901E-02
  9.49999E-01 -2.54945E-01  3.14993E-02
  9.99999E-01 -2.53470E-01  2.63356E-02
  1.05000E+00 -2.52263E-01  2.08455E-02
  1.10000E+00 -2.51328E-01  1.55995E-02
  1.15000E+00 -2.50644E-01  1.09436E-02
  1.20000E+00 -2.50178E-01  7.05115E-03
  1.25000E+00 -2.49890E-01  3.97019E-03
  1.30000E+00 -2.49741E-01  1.66461E-03
  1.35000E+00 -2.49692E-01  4.71819E-05
  1.40000E+00 -2.49713E-01 -9.94898E-04
  1.45000E+00 -2.49776E-01 -1.58161E-03
  1.50000E+00 -2.49861E-01 -1.82758E-03
  1.55000E+00 -2.49953E-01 -1.83450E-03
  1.60000E+00 -2.50043E-01 -1.68742E-03
  1.65000E+00 -2.50123E-01 -1.45362E-03
  1.70000E+00 -2.50190E-01 -1.18348E-03
  1.75000E+00 -2.50244E-01 -9.12291E-04
  1.80000E+00 -2.50284E-01 -6.62848E-04
  1.85000E+00 -2.50313E-01 -4.48004E-04
  1.90000E+00 -2.50331E-01 -2.73119E-04
  1.95000E+00 -2.50342E-01 -1.38308E-04
  2.00000E+00 -2.50347E-01 -4.03845E-05
  2.05000E+00 -2.50348E-01  2.57909E-05
  2.10000E+00 -2.50345E-01  6.60932E-05
  2.15000E+00 -2.50342E-01  8.64923E-05
  2.20000E+00 -2.50337E-01  9.24432E-05
  2.25000E+00 -2.50333E-01  8.85904E-05
  2.30000E+00 -2.50328E-01  7.87771E-05
  2.35000E+00 -2.50325E-01  6.59788E-05
  2.40000E+00 -2.50322E-01  5.23317E-05
  2.45000E+00 -2.50319E-01  3.92568E-05
  2.50000E+00 -2.50318E-01  2.76124E-05
