 2.900000000000000e-01 -4.709216435675469e+02 -9.930933291063774e+01  1.005400725140362e+02  5.145639010310514e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -9.401896346020744e-02 -3.264425952770106e-02 
 3.000000000000000e-01 -4.699162003238692e+02 -9.925741938639336e+01  1.005570473427351e+02  5.328465291913773e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -9.567524698921338e-02 -3.241424910826607e-02 
 3.100000000000000e-01 -4.689105876527916e+02 -9.920367795918878e+01  1.005738958405024e+02  5.511113198366878e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -9.725997289463476e-02 -3.218321884430554e-02 
 3.200000000000000e-01 -4.679048067971482e+02 -9.914811075485392e+01  1.005906262528794e+02  5.693447586898698e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -9.877952682975010e-02 -3.195143871228061e-02 
 3.300000000000000e-01 -4.668988589171335e+02 -9.909072122658482e+01  1.006072467594520e+02  5.875345528797030e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.002440796756782e-01 -3.171915636037408e-02 
 3.400000000000000e-01 -4.658927450922702e+02 -9.903151400966526e+01  1.006237649867517e+02  6.056704488063308e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.016656444629613e-01 -3.148657982478749e-02 
 3.500000000000000e-01 -4.648864663278773e+02 -9.897049470485736e+01  1.006401876718659e+02  6.237446458423497e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.030564710560214e-01 -3.125386838438236e-02 
 3.600000000000000e-01 -4.638800235645192e+02 -9.890766962932466e+01  1.006565204772586e+02  6.417518730315833e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.044278398380221e-01 -3.102113030110455e-02 
 3.700000000000000e-01 -4.628734176889503e+02 -9.884304556681130e+01  1.006727679429708e+02  6.596892098066880e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.057892623244923e-01 -3.078842587820903e-02 
 3.800000000000000e-01 -4.618666495452374e+02 -9.877662954056972e+01  1.006889335522865e+02  6.775557344228092e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.071480565709050e-01 -3.055577417976214e-02 
 3.900000000000000e-01 -4.608597199449964e+02 -9.870842862426108e+01  1.007050198811327e+02  6.953520779735962e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.085092386865128e-01 -3.032316184284191e-02 
 4.000000000000000e-01 -4.598526296759843e+02 -9.863844979852768e+01  1.007210287996456e+02  7.130799502876795e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.098756576579662e-01 -3.009055262456984e-02 
 4.100000000000000e-01 -4.588453795086036e+02 -9.856669985466272e+01  1.007369616958961e+02  7.307416892786211e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.112482970735967e-01 -2.985789660837854e-02 
 4.200000000000000e-01 -4.578379702001632e+02 -9.849318534203760e+01  1.007528196959263e+02  7.483398696391417e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.126266718061684e-01 -2.962513830311904e-02 
 4.300000000000000e-01 -4.568304024969879e+02 -9.841791255273940e+01  1.007686038600814e+02  7.658769918444864e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.140092577217025e-01 -2.939222316912135e-02 
 4.400000000000000e-01 -4.558226771346516e+02 -9.834088753511512e+01  1.007843153421956e+02  7.833552594544598e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.153939056461976e-01 -2.915910237151282e-02 
 4.500000000000000e-01 -4.548147948367262e+02 -9.826211612739542e+01  1.007999555046862e+02  8.007764423786725e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.167782050844484e-01 -2.892573577712943e-02 
 4.600000000000000e-01 -4.538067563124932e+02 -9.818160400300792e+01  1.008155259883784e+02  8.181418163642121e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.181597769264579e-01 -2.869209337012472e-02 
 4.700000000000000e-01 -4.527985622540652e+02 -9.809935672029510e+01  1.008310287404934e+02  8.354521644057851e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.195364864513572e-01 -2.845815536292993e-02 
 4.800000000000000e-01 -4.517902133333212e+02 -9.801537977084758e+01  1.008464660074766e+02  8.527078237456712e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.209065776566793e-01 -2.822391132889052e-02 
 4.900000000000000e-01 -4.507817101989841e+02 -9.792967862230672e+01  1.008618403012079e+02  8.699087621529772e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.222687370135279e-01 -2.798935868947794e-02 
 5.000000000000000e-01 -4.497730534740868e+02 -9.784225875309118e+01  1.008771543477402e+02  8.870546687088950e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.236220992095222e-01 -2.775450086296179e-02 
 5.100000000000000e-01 -4.487642437539778e+02 -9.775312567792154e+01  1.008924110273011e+02  9.041450468371742e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.249662095600858e-01 -2.751934533365423e-02 
 5.200000000000000e-01 -4.477552816049335e+02 -9.766228496416894e+01  1.009076133131333e+02  9.211793003173692e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.263009579615208e-01 -2.728390184135244e-02 
 5.300000000000000e-01 -4.467461675633731e+02 -9.756974223990310e+01  1.009227642151277e+02  9.381568060959256e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.276264980135829e-01 -2.704818082794820e-02 
 5.400000000000000e-01 -4.457369021356180e+02 -9.747550319506008e+01  1.009378667323931e+02  9.550769705591866e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.289431627485880e-01 -2.681219221897924e-02 
 5.500000000000000e-01 -4.447274857980966e+02 -9.737957357742002e+01  1.009529238171145e+02  9.719392683470848e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.302513857207697e-01 -2.657594456676003e-02 
 5.600000000000001e-01 -4.437179189978819e+02 -9.728195918512670e+01  1.009679383504557e+02  9.887432646551208e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.315516334132985e-01 -2.633944454131632e-02 
 5.700000000000000e-01 -4.427082021534397e+02 -9.718266585735090e+01  1.009829131299580e+02  1.005488623263807e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.328443523016590e-01 -2.610269672663843e-02 
 5.800000000000000e-01 -4.416983356554770e+02 -9.708169946445292e+01  1.009978508669432e+02  1.022175103279655e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.341299316687352e-01 -2.586570366240596e-02 
 5.900000000000000e-01 -4.406883198677953e+02 -9.697906589869212e+01  1.010127541918363e+02  1.038802547843597e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.354086815098518e-01 -2.562846606400390e-02 
 6.000000000000000e-01 -4.396781551280750e+02 -9.687477106620670e+01  1.010276256650720e+02  1.055370867959892e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.366808236315640e-01 -2.539098315444018e-02 
 6.100000000000000e-01 -4.386678417485407e+02 -9.676882088067846e+01  1.010424677912712e+02  1.071880024228650e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.379464933142725e-01 -2.515325304851768e-02 
 6.200000000000000e-01 -4.376573800164821e+02 -9.666122125883302e+01  1.010572830346077e+02  1.088330008732527e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.392057486128713e-01 -2.491527314014982e-02 
 6.300000000000000e-01 -4.366467701946197e+02 -9.655197811771452e+01  1.010720738336626e+02  1.104720828725027e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.404585844243726e-01 -2.467704045608212e-02 
 6.400000000000000e-01 -4.356360125213268e+02 -9.644109737352510e+01  1.010868426145103e+02  1.121052493168994e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.417049487597145e-01 -2.443855195187077e-02 
 6.500000000000000e-01 -4.346251072107268e+02 -9.632858494172808e+01  1.011015918012386e+02  1.137325002633849e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.429447591234800e-01 -2.419980473755157e-02 
 6.600000000000000e-01 -4.336140544526920e+02 -9.621444673807534e+01  1.011163238235336e+02  1.153538342614034e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.441779174449995e-01 -2.396079623019331e-02 
 6.700000000000000e-01 -4.326028544127742e+02 -9.609868868022134e+01  1.011310411213191e+02  1.169692479995840e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.454043225477103e-01 -2.372152423803264e-02 
 6.800000000000000e-01 -4.315915072320960e+02 -9.598131668962082e+01  1.011457461467162e+02  1.185787362177698e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.466238796390344e-01 -2.348198698602226e-02 
 6.899999999999999e-01 -4.305800130272281e+02 -9.586233669345912e+01  1.011604413637765e+02  1.201822918231105e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.478365067168021e-01 -2.324218309552089e-02 
 7.000000000000000e-01 -4.295683718900742e+02 -9.574175462642786e+01  1.011751292465380e+02  1.217799061459465e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.490421381031829e-01 -2.300211153182535e-02 
 7.100000000000000e-01 -4.285565838877780e+02 -9.561957643222102e+01  1.011898122759821e+02  1.233715692749877e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.502407255297391e-01 -2.276177153269448e-02 
 7.200000000000000e-01 -4.275446490626630e+02 -9.549580806468634e+01  1.012044929364296e+02  1.249572704197289e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.514322373145736e-01 -2.252116252938762e-02 
 7.300000000000000e-01 -4.265325674322077e+02 -9.537045548861540e+01  1.012191737118413e+02  1.265369982591151e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.526166562086506e-01 -2.228028406946404e-02 
 7.400000000000000e-01 -4.255203389890587e+02 -9.524352468019440e+01  1.012338570823833e+02  1.281107412474743e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.537939764611731e-01 -2.203913574804350e-02 
 7.500000000000000e-01 -4.245079637010763e+02 -9.511502162716318e+01  1.012485455215074e+02  1.296784878602968e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.549642005825330e-01 -2.179771715171622e-02 
 7.600000000000000e-01 -4.234954415114071e+02 -9.498495232874526e+01  1.012632414936896e+02  1.312402267726042e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.561273361860709e-01 -2.155602781703885e-02 
 7.700000000000000e-01 -4.224827723385787e+02 -9.485332279541628e+01  1.012779474528728e+02  1.327959469708292e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.572833931825424e-01 -2.131406720370121e-02 
 7.800000000000000e-01 -4.214699560766076e+02 -9.472013904857612e+01  1.012926658415852e+02  1.343456378050859e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.584323814964593e-01 -2.107183468106714e-02 
 7.900000000000000e-01 -4.204569925951142e+02 -9.458540712018172e+01  1.013073990906495e+02  1.358892889924635e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.595743093804260e-01 -2.082932952588660e-02 
 8.000000000000000e-01 -4.194438817394396e+02 -9.444913305238654e+01  1.013221496193630e+02  1.374268905837631e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.607091823278475e-01 -2.058655092850854e-02 
 8.100000000000001e-01 -4.184306233307598e+02 -9.431132289722006e+01  1.013369198360154e+02  1.389584329062517e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.618370025284756e-01 -2.034349800482409e-02 
 8.200000000000000e-01 -4.174172171661944e+02 -9.417198271632818e+01  1.013517121386115e+02  1.404839064939596e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.629577687751850e-01 -2.010016981135178e-02 
 8.300000000000000e-01 -4.164036630189068e+02 -9.403111858078480e+01  1.013665289156784e+02  1.420033020151885e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.640714767123120e-01 -1.985656536125295e-02 
 8.400000000000000e-01 -4.153899606381977e+02 -9.388873657097494e+01  1.013813725470601e+02  1.435166102046331e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.651781193127855e-01 -1.961268363954796e-02 
 8.500000000000000e-01 -4.143761097495892e+02 -9.374484277654356e+01  1.013962454046253e+02  1.450238218051519e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.662776874795168e-01 -1.936852361632427e-02 
 8.600000000000000e-01 -4.133621100549041e+02 -9.359944329639978e+01  1.014111498528414e+02  1.465249275220065e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.673701706823349e-01 -1.912408425722456e-02 
 8.700000000000000e-01 -4.123479612323378e+02 -9.345254423876332e+01  1.014260882491908e+02  1.480199179904896e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.684555575617063e-01 -1.887936453093807e-02 
 8.800000000000000e-01 -4.113336629365279e+02 -9.330415172124010e+01  1.014410629444269e+02  1.495087837563753e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.695338364516038e-01 -1.863436341376819e-02 
 8.900000000000000e-01 -4.103192147986211e+02 -9.315427187091458e+01  1.014560762826815e+02  1.509915152675750e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.706049957939237e-01 -1.838907989160046e-02 
 9.000000000000000e-01 -4.093046164263394e+02 -9.300291082444786e+01  1.014711306014475e+02  1.524681028747653e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.716690244342017e-01 -1.814351295975313e-02 
 9.100000000000000e-01 -4.082898674040464e+02 -9.285007472817346e+01  1.014862282314651e+02  1.539385368384983e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.727259118021343e-01 -1.789766162126409e-02 
 9.200000000000000e-01 -4.072749672928158e+02 -9.269576973818494e+01  1.015013714965431e+02  1.554028073403537e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.737756479902385e-01 -1.765152488417030e-02 
 9.300000000000000e-01 -4.062599156305007e+02 -9.254000202041156e+01  1.015165627133436e+02  1.568609044959528e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.748182237499822e-01 -1.740510175828594e-02 
 9.400000000000000e-01 -4.052447119318060e+02 -9.238277775068098e+01  1.015318041911571e+02  1.583128183680521e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.758536304273462e-01 -1.715839125190136e-02 
 9.500000000000000e-01 -4.042293556883626e+02 -9.222410311476900e+01  1.015470982316859e+02  1.597585389783904e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.768818598596679e-01 -1.691139236872385e-02 
 9.600000000000000e-01 -4.032138463688035e+02 -9.206398430843808e+01  1.015624471288523e+02  1.611980563174278e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.779029042534966e-01 -1.666410410527563e-02 
 9.700000000000000e-01 -4.021981834188424e+02 -9.190242753746662e+01  1.015778531686387e+02  1.626313603515371e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.789167560597880e-01 -1.641652544886716e-02 
 9.800000000000000e-01 -4.011823662613533e+02 -9.173943901767170e+01  1.015933186289637e+02  1.640584410275575e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.799234078587318e-01 -1.616865537617946e-02 
 9.900000000000000e-01 -4.001663942964513e+02 -9.157502497492798e+01  1.016088457795937e+02  1.654792882748927e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.809228522623837e-01 -1.592049285242458e-02 
 1.000000000000000e+00 -3.991502669015742e+02 -9.140919164518504e+01  1.016244368820850e+02  1.668938920055150e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.819150818394703e-01 -1.567203683100719e-02 
 1.010000000000000e+00 -3.981339834315649e+02 -9.124194527448508e+01  1.016400941897521e+02  1.683022421123369e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.829000890635230e-01 -1.542328625358391e-02 
 1.020000000000000e+00 -3.971175432187540e+02 -9.107329211898266e+01  1.016558199476550e+02  1.697043284664450e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.838778662830165e-01 -1.517424005040655e-02 
 1.030000000000000e+00 -3.961009455730419e+02 -9.090323844496738e+01  1.016716163925978e+02  1.711001409136650e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.848484057104848e-01 -1.492489714083823e-02 
 1.040000000000000e+00 -3.950841897819817e+02 -9.073179052888994e+01  1.016874857531336e+02  1.724896692708686e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.858116994266106e-01 -1.467525643394430e-02 
 1.050000000000000e+00 -3.940672751108615e+02 -9.055895465739218e+01  1.017034302495698e+02  1.738729033223479e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.867677393949377e-01 -1.442531682907754e-02 
 1.060000000000000e+00 -3.930502008027869e+02 -9.038473712734036e+01  1.017194520939699e+02  1.752498328164921e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.877165174830057e-01 -1.417507721639888e-02 
 1.070000000000000e+00 -3.920329660787637e+02 -9.020914424586190e+01  1.017355534901490e+02  1.766204474629117e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.886580254862097e-01 -1.392453647729552e-02 
 1.080000000000000e+00 -3.910155701377800e+02 -9.003218233038481e+01  1.017517366336618e+02  1.779847369300757e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.895922551514015e-01 -1.367369348467784e-02 
 1.090000000000000e+00 -3.899980121568891e+02 -8.985385770867921e+01  1.017680037117824e+02  1.793426908434617e+01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.905191981980561e-01 -1.342254710315204e-02 
