     0.000000e0      0.000000e0      0.000000e0
    1.000000e-2      0.000000e0    -9.880000e-2
    2.000000e-2    -9.880000e-4    -1.888266e-1
    3.000000e-2    -2.876266e-3    -2.704688e-1
    4.000000e-2    -5.580954e-3    -3.441159e-1
    5.000000e-2    -9.022113e-3    -4.101556e-1
    6.000000e-2    -1.312367e-2    -4.689728e-1
    7.000000e-2    -1.781340e-2    -5.209481e-1
    8.000000e-2    -2.302288e-2    -5.664569e-1
    9.000000e-2    -2.868745e-2    -6.058684e-1
    1.000000e-1    -3.474613e-2    -6.395444e-1
    1.100000e-1    -4.114157e-2    -6.678385e-1
    1.200000e-1    -4.781996e-2    -6.910959e-1
    1.300000e-1    -5.473092e-2    -7.096520e-1
    1.400000e-1    -6.182744e-2    -7.238326e-1
    1.500000e-1    -6.906577e-2    -7.339530e-1
    1.600000e-1    -7.640530e-2    -7.403177e-1
    1.700000e-1    -8.380847e-2    -7.432203e-1
    1.800000e-1    -9.124068e-2    -7.429432e-1
    1.900000e-1    -9.867011e-2    -7.397571e-1
    2.000000e-1    -1.060677e-1    -7.339216e-1
    2.100000e-1    -1.134069e-1    -7.256845e-1
    2.200000e-1    -1.206637e-1    -7.152820e-1
    2.300000e-1    -1.278166e-1    -7.029390e-1
    2.400000e-1    -1.348459e-1    -6.888688e-1
    2.500000e-1    -1.417346e-1    -6.732735e-1
    2.600000e-1    -1.484674e-1    -6.563442e-1
    2.700000e-1    -1.550308e-1    -6.382607e-1
    2.800000e-1    -1.614134e-1    -6.191925e-1
    2.900000e-1    -1.676053e-1    -5.992984e-1
    3.000000e-1    -1.735983e-1    -5.787268e-1
    3.100000e-1    -1.793856e-1    -5.576166e-1
    3.200000e-1    -1.849618e-1    -5.360968e-1
    3.300000e-1    -1.903227e-1    -5.142870e-1
    3.400000e-1    -1.954656e-1    -4.922979e-1
    3.500000e-1    -2.003886e-1    -4.702316e-1
    3.600000e-1    -2.050909e-1    -4.481816e-1
    3.700000e-1    -2.095727e-1    -4.262337e-1
    3.800000e-1    -2.138351e-1    -4.044658e-1
    3.900000e-1    -2.178797e-1    -3.829486e-1
    4.000000e-1    -2.217092e-1    -3.617456e-1
    4.100000e-1    -2.253267e-1    -3.409140e-1
    4.200000e-1    -2.287358e-1    -3.205044e-1
    4.300000e-1    -2.319408e-1    -3.005616e-1
    4.400000e-1    -2.349465e-1    -2.811247e-1
    4.500000e-1    -2.377577e-1    -2.622274e-1
    4.600000e-1    -2.403800e-1    -2.438987e-1
    4.700000e-1    -2.428190e-1    -2.261625e-1
    4.800000e-1    -2.450806e-1    -2.090386e-1
    4.900000e-1    -2.471710e-1    -1.925427e-1
    5.000000e-1    -2.490964e-1    -1.766865e-1
    5.100000e-1    -2.508633e-1    -1.614784e-1
    5.200000e-1    -2.524780e-1    -1.469234e-1
    5.300000e-1    -2.539473e-1    -1.330235e-1
    5.400000e-1    -2.552775e-1    -1.197780e-1
    5.500000e-1    -2.564753e-1    -1.071837e-1
    5.600000e-1    -2.575471e-1    -9.523499e-2
    5.700000e-1    -2.584995e-1    -8.392427e-2
    5.800000e-1    -2.593387e-1    -7.324205e-2
    5.900000e-1    -2.600711e-1    -6.317716e-2
    6.000000e-1    -2.607029e-1    -5.371695e-2
    6.100000e-1    -2.612401e-1    -4.484744e-2
    6.200000e-1    -2.616886e-1    -3.655353e-2
    6.300000e-1    -2.620541e-1    -2.881910e-2
    6.400000e-1    -2.623423e-1    -2.162721e-2
    6.500000e-1    -2.625586e-1    -1.496021e-2
    6.600000e-1    -2.627082e-1    -8.799883e-3
    6.700000e-1    -2.627962e-1    -3.127542e-3
    6.800000e-1    -2.628274e-1     2.075828e-3
    6.900000e-1    -2.628067e-1     6.829484e-3
    7.000000e-1    -2.627384e-1     1.115282e-2
    7.100000e-1    -2.626269e-1     1.506529e-2
    7.200000e-1    -2.624762e-1     1.858631e-2
    7.300000e-1    -2.622903e-1     2.173521e-2
    7.400000e-1    -2.620730e-1     2.453112e-2
    7.500000e-1    -2.618277e-1     2.699296e-2
    7.600000e-1    -2.615577e-1     2.913937e-2
    7.700000e-1    -2.612664e-1     3.098864e-2
    7.800000e-1    -2.609565e-1     3.255867e-2
    7.900000e-1    -2.606309e-1     3.386698e-2
    8.000000e-1    -2.602922e-1     3.493060e-2
    8.100000e-1    -2.599429e-1     3.576610e-2
    8.200000e-1    -2.595852e-1     3.638953e-2
    8.300000e-1    -2.592213e-1     3.681644e-2
    8.400000e-1    -2.588532e-1     3.706180e-2
    8.500000e-1    -2.584826e-1     3.714007e-2
    8.600000e-1    -2.581112e-1     3.706510e-2
    8.700000e-1    -2.577405e-1     3.685019e-2
    8.800000e-1    -2.573720e-1     3.650808e-2
    8.900000e-1    -2.570069e-1     3.605089e-2
    9.000000e-1    -2.566464e-1     3.549021e-2
    9.100000e-1    -2.562915e-1     3.483702e-2
    9.200000e-1    -2.559431e-1     3.410176e-2
    9.300000e-1    -2.556021e-1     3.329428e-2
    9.400000e-1    -2.552692e-1     3.242391e-2
    9.500000e-1    -2.549449e-1     3.149942e-2
    9.600000e-1    -2.546300e-1     3.052904e-2
    9.700000e-1    -2.543247e-1     2.952050e-2
    9.800000e-1    -2.540295e-1     2.848103e-2
    9.900000e-1    -2.537446e-1     2.741734e-2
     1.000000e0    -2.534705e-1     2.633569e-2
     1.010000e0    -2.532071e-1     2.524188e-2
     1.020000e0    -2.529547e-1     2.414125e-2
     1.030000e0    -2.527133e-1     2.303873e-2
     1.040000e0    -2.524829e-1     2.193883e-2
     1.050000e0    -2.522635e-1     2.084566e-2
     1.060000e0    -2.520551e-1     1.976297e-2
     1.070000e0    -2.518574e-1     1.869415e-2
     1.080000e0    -2.516705e-1     1.764224e-2
     1.090000e0    -2.514941e-1     1.660995e-2
     1.100000e0    -2.513280e-1     1.559969e-2
     1.110000e0    -2.511720e-1     1.461358e-2
     1.120000e0    -2.510258e-1     1.365347e-2
