0.0000000000000000e+00 -5.0000000000000000e+02 -1.0000000000000000e+02 0.0000000000000000e+00 1.0000000000000000e+02 -0.0000000000000000e+00 -3.8461538461538464e-02 
1.0000000000000000e-02 -4.9900000008321008e+02 -9.9999711538477536e+01 -1.1532913673026708e-03 9.9999933495958480e+01 1.1532911116408696e-01 -3.8387564096116656e-02 
2.0000000000000000e-02 -4.9800000116318096e+02 -9.9998270340938144e+01 -2.3043634189764404e-03 9.9999734495579152e+01 2.3043613795804964e-01 -3.8313578458176856e-02 
3.0000000000000000e-02 -4.9700000456295848e+02 -9.9995678628689168e+01 -3.4532158173347640e-03 9.9999403765618432e+01 3.4532089542453788e-01 -3.8239581612857936e-02 
4.0000000000000000e-02 -4.9600001159792376e+02 -9.9991938624882560e+01 -4.5998482266434496e-03 9.9998942071679952e+01 4.5998320055996536e-01 -3.8165573625057112e-02 
5.0000000000000000e-02 -4.9500002357580456e+02 -9.9987052554495536e+01 -5.7442603131134128e-03 9.9998350178209296e+01 5.7442287230592136e-01 -3.8091554559430296e-02 
6.0000000000000000e-02 -4.9400004179668744e+02 -9.9981022644310976e+01 -6.8864517448934360e-03 9.9997628848488912e+01 6.8863973154058592e-01 -3.8017524480392376e-02 
7.0000000000000008e-02 -4.9300006755302880e+02 -9.9973851122898176e+01 -8.0264221920629424e-03 9.9996778844632960e+01 8.0263360107014640e-01 -3.7943483452117560e-02 
8.0000000000000000e-02 -4.9200010212966688e+02 -9.9965540220593584e+01 -9.1641713266247808e-03 9.9995800927582160e+01 9.1640430562022016e-01 -3.7869431538539736e-02 
9.0000000000000000e-02 -4.9100014680383352e+02 -9.9956092169481600e+01 -1.0299698822498016e-02 9.9994695857098832e+01 1.0299516718272760e+00 -3.7795368803352744e-02 
1.0000000000000000e-01 -4.9000020284516600e+02 -9.9945509203375472e+01 -1.1433004355510726e-02 9.9993464391761872e+01 1.1432755282300642e+00 -3.7721295310010664e-02 
1.1000000000000000e-01 -4.8900027151571840e+02 -9.9933793557798368e+01 -1.2564087603392816e-02 9.9992107288961712e+01 1.2563757052610454e+00 -3.7647211121728256e-02 
1.2000000000000000e-01 -4.8800035406997424e+02 -9.9920947469964368e+01 -1.3692948245768844e-02 9.9990625304895440e+01 1.3692520352378268e+00 -3.7573116301481160e-02 
1.3000000000000000e-01 -4.8700045175485792e+02 -9.9906973178759712e+01 -1.4819585964150844e-02 9.9989019194561920e+01 1.4819043523545996e+00 -3.7499010912006328e-02 
1.4000000000000002e-01 -4.8600056580974680e+02 -9.9891872924724000e+01 -1.5944000441931168e-02 9.9987289711756880e+01 1.5943324926735832e+00 -3.7424895015802272e-02 
1.5000000000000000e-01 -4.8500069746648344e+02 -9.9875648950031568e+01 -1.7066191364375340e-02 9.9985437609068176e+01 1.7065362941164706e+00 -3.7350768675129488e-02 
1.6000000000000000e-01 -4.8400084794938752e+02 -9.9858303498472912e+01 -1.8186158418614912e-02 9.9983463637870864e+01 1.8185155964558812e+00 -3.7276631952010632e-02 
1.7000000000000002e-01 -4.8300101847526792e+02 -9.9839838815436160e+01 -1.9303901293640336e-02 9.9981368548322656e+01 1.9302702413068148e+00 -3.7202484908231064e-02 
1.8000000000000000e-01 -4.8200121025343504e+02 -9.9820257147888736e+01 -2.0419419680293852e-02 9.9979153089359072e+01 2.0418000721181152e+00 -3.7128327605339000e-02 
1.9000000000000000e-01 -4.8100142448571296e+02 -9.9799560744358976e+01 -2.1532713271262360e-02 9.9976818008688784e+01 2.1531049341639332e+00 -3.7054160104645960e-02 
2.0000000000000000e-01 -4.8000166236645184e+02 -9.9777751854917920e+01 -2.2643781761070336e-02 9.9974364052789056e+01 2.2641846745351968e+00 -3.6979982467227016e-02 
2.1000000000000000e-01 -4.7900192508254008e+02 -9.9754832731161232e+01 -2.3752624846072744e-02 9.9971791966901072e+01 2.3750391421310884e+00 -3.6905794753921248e-02 
2.2000000000000000e-01 -4.7800221381341672e+02 -9.9730805626191008e+01 -2.4859242224447940e-02 9.9969102495025440e+01 2.4856681876505256e+00 -3.6831597025331992e-02 
2.3000000000000000e-01 -4.7700252973108408e+02 -9.9705672794597936e+01 -2.5963633596190624e-02 9.9966296379917648e+01 2.5960716635836480e+00 -3.6757389341827184e-02 
2.4000000000000000e-01 -4.7600287400011992e+02 -9.9679436492443280e+01 -2.7065798663104768e-02 9.9963374363083600e+01 2.7062494242033060e+00 -3.6683171763539792e-02 
2.5000000000000000e-01 -4.7500324777769000e+02 -9.9652098977241184e+01 -2.8165737128796564e-02 9.9960337184775104e+01 2.8162013255565628e+00 -3.6608944350368024e-02 
2.6000000000000000e-01 -4.7400365221356080e+02 -9.9623662507940880e+01 -2.9263448698667404e-02 9.9957185583985584e+01 2.9259272254561968e+00 -3.6534707161975808e-02 
2.7000000000000000e-01 -4.7300408845011216e+02 -9.9594129344909056e+01 -3.0358933079906836e-02 9.9953920298445568e+01 3.0354269834722108e+00 -3.6460460257793016e-02 
2.8000000000000004e-01 -4.7200455762234952e+02 -9.9563501749912352e+01 -3.1452189981485552e-02 9.9950542064618496e+01 3.1447004609233476e+00 -3.6386203697015968e-02 
2.9000000000000000e-01 -4.7100506085791696e+02 -9.9531781986099856e+01 -3.2543219114148384e-02 9.9947051617696256e+01 3.2537475208686140e+00 -3.6311937538607616e-02 
3.0000000000000000e-01 -4.7000559927710984e+02 -9.9498972317985728e+01 -3.3632020190407312e-02 9.9943449691595136e+01 3.3625680280988100e+00 -3.6237661841297992e-02 
3.1000000000000000e-01 -4.6900617399288760e+02 -9.9465075011431920e+01 -3.4718592924534456e-02 9.9939737018951360e+01 3.4711618491280592e+00 -3.6163376663584544e-02 
3.2000000000000000e-01 -4.6800678611088648e+02 -9.9430092333630928e+01 -3.5802937032555124e-02 9.9935914331117072e+01 3.5795288521853588e+00 -3.6089082063732512e-02 
3.3000000000000000e-01 -4.6700743672943240e+02 -9.9394026553088672e+01 -3.6885052232240848e-02 9.9931982358156112e+01 3.6876689072061240e+00 -3.6014778099775200e-02 
3.4000000000000004e-01 -4.6600812693955392e+02 -9.9356879939607536e+01 -3.7964938243102408e-02 9.9927941828839872e+01 3.7955818858237472e+00 -3.5940464829514420e-02 
3.4999999999999996e-01 -4.6500885782499504e+02 -9.9318654764269264e+01 -3.9042594786382920e-02 9.9923793470643280e+01 3.9032676613611560e+00 -3.5866142310520856e-02 
3.6000000000000000e-01 -4.6400963046222832e+02 -9.9279353299418240e+01 -4.0118021585050896e-02 9.9919538009740672e+01 4.0107261088223928e+00 -3.5791810600134316e-02 
3.7000000000000000e-01 -4.6301044592046784e+02 -9.9238977818644512e+01 -4.1191218363793272e-02 9.9915176171001840e+01 4.1179571048841864e+00 -3.5717469755464220e-02 
3.8000000000000000e-01 -4.6201130526168240e+02 -9.9197530596767312e+01 -4.2262184849008584e-02 9.9910708677988032e+01 4.2249605278875368e+00 -3.5643119833389880e-02 
3.9000000000000000e-01 -4.6101220954060800e+02 -9.9155013909818240e+01 -4.3330920768800008e-02 9.9906136252947984e+01 4.3317362578293160e+00 -3.5568760890560908e-02 
4.0000000000000000e-01 -4.6001315980476200e+02 -9.9111430035024832e+01 -4.4397425852968472e-02 9.9901459616814032e+01 4.4382841763538672e+00 -3.5494392983397536e-02 
4.1000000000000000e-01 -4.5901415709445528e+02 -9.9066781250794064e+01 -4.5461699833005816e-02 9.9896679489198272e+01 4.5446041667446088e+00 -3.5420016168091052e-02 
4.2000000000000000e-01 -4.5801520244280632e+02 -9.9021069836696032e+01 -4.6523742442087904e-02 9.9891796588388624e+01 4.6506961139156600e+00 -3.5345630500604068e-02 
4.3000000000000000e-01 -4.5701629687575368e+02 -9.8974298073447584e+01 -4.7583553415067744e-02 9.9886811631345120e+01 4.7565599044034624e+00 -3.5271236036670968e-02 
4.4000000000000000e-01 -4.5601744141206984e+02 -9.8926468242896176e+01 -4.8641132488468688e-02 9.9881725333696048e+01 4.8621954263584152e+00 -3.5196832831798268e-02 
4.5000000000000000e-01 -4.5501863706337432e+02 -9.8877582628003776e+01 -4.9696479400477552e-02 9.9876538409734320e+01 4.9676025695365192e+00 -3.5122420941264948e-02 
4.6000000000000000e-01 -4.5401988483414696e+02 -9.8827643512830752e+01 -5.0749593890937856e-02 9.9871251572413648e+01 5.0727812252910304e+00 -3.5048000420122844e-02 
4.7000000000000000e-01 -4.5302118572174144e+02 -9.8776653182519952e+01 -5.1800475701342920e-02 9.9865865533344960e+01 5.1777312865641136e+00 -3.4973571323197032e-02 
4.8000000000000000e-01 -4.5202254071639888e+02 -9.8724613923280880e+01 -5.2849124574829168e-02 9.9860381002792688e+01 5.2824526478785224e+00 -3.4899133705086188e-02 
4.9000000000000000e-01 -4.5102395080126096e+02 -9.8671528022373888e+01 -5.3895540256169256e-02 9.9854798689671296e+01 5.3869452053292688e+00 -3.4824687620162992e-02 
5.0000000000000000e-01 -4.5002541695238352e+02 -9.8617397768094416e+01 -5.4939722491765352e-02 9.9849119301541504e+01 5.4912088565753160e+00 -3.4750233122574428e-02 
5.1000000000000000e-01 -4.4902694013875040e+02 -9.8562225449757472e+01 -5.5981671029642320e-02 9.9843343544606944e+01 5.5952435008312728e+00 -3.4675770266242288e-02 
5.2000000000000000e-01 -4.4802852132228656e+02 -9.8506013357682000e+01 -5.7021385619441000e-02 9.9837472123710544e+01 5.6990490388591032e+00 -3.4601299104863404e-02 
5.3000000000000000e-01 -4.4703016145787216e+02 -9.8448763783175472e+01 -5.8058866012411456e-02 9.9831505742331072e+01 5.8026253729598384e+00 -3.4526819691910148e-02 
5.4000000000000000e-01 -4.4603186149335592e+02 -9.8390479018518544e+01 -5.9094111961406240e-02 9.9825445102579760e+01 5.9059724069653064e+00 -3.4452332080630732e-02 
5.5000000000000008e-01 -4.4503362236956880e+02 -9.8331161356949744e+01 -6.0127123220873664e-02 9.9819290905196784e+01 6.0090900462298656e+00 -3.4377836324049664e-02 
5.6000000000000008e-01 -4.4403544502033776e+02 -9.8270813092650240e+01 -6.1157899546851104e-02 9.9813043849548000e+01 6.1119781976221496e+00 -3.4303332474968076e-02 
5.6999999999999992e-01 -4.4303733037249976e+02 -9.8209436520728752e+01 -6.2186440696958312e-02 9.9806704633621536e+01 6.2146367695168264e+00 -3.4228820585964096e-02 
5.8000000000000000e-01 -4.4203927934591512e+02 -9.8147033937206528e+01 -6.3212746430390696e-02 9.9800273954024496e+01 6.3170656717863624e+00 -3.4154300709393292e-02 
5.9000000000000000e-01 -4.4104129285348168e+02 -9.8083607639002320e+01 -6.4236816507912656e-02 9.9793752505979664e+01 6.4192648157927896e+00 -3.4079772897389024e-02 
6.0000000000000000e-01 -4.4004337180114848e+02 -9.8019159923917600e+01 -6.5258650691850952e-02 9.9787140983322352e+01 6.5212341143795112e+00 -3.4005237201862848e-02 
6.1000000000000000e-01 -4.3904551708792960e+02 -9.7953693090621664e+01 -6.6278248746088008e-02 9.9780440078497056e+01 6.6229734818630776e+00 -3.3930693674504852e-02 
6.2000000000000000e-01 -4.3804772960591824e+02 -9.7887209438637024e+01 -6.7295610436055296e-02 9.9773650482554272e+01 6.7244828340250072e+00 -3.3856142366784116e-02 
6.3000000000000000e-01 -4.3705001024030056e+02 -9.7819711268324688e+01 -6.8310735528726728e-02 9.9766772885147536e+01 6.8257620881036024e+00 -3.3781583329949092e-02 
6.4000000000000000e-01 -4.3605235986936960e+02 -9.7751200880869696e+01 -6.9323623792612008e-02 9.9759807974530032e+01 6.9268111627857776e+00 -3.3707016615027960e-02 
6.5000000000000000e-01 -4.3505477936453968e+02 -9.7681680578266592e+01 -7.0334274997749992e-02 9.9752756437551744e+01 7.0276299781988936e+00 -3.3632442272829020e-02 
6.6000000000000000e-01 -4.3405726959035976e+02 -9.7611152663305040e+01 -7.1342688915702192e-02 9.9745618959656208e+01 7.1282184559026160e+00 -3.3557860353941136e-02 
6.7000000000000000e-01 -4.3305983140452808e+02 -9.7539619439555568e+01 -7.2348865319546144e-02 9.9738396224877632e+01 7.2285765188807776e+00 -3.3483270908734076e-02 
6.8000000000000008e-01 -4.3206246565790608e+02 -9.7467083211355312e+01 -7.3352803983868768e-02 9.9731088915837808e+01 7.3287040915332480e+00 -3.3408673987358980e-02 
6.8999999999999992e-01 -4.3106517319453232e+02 -9.7393546283793904e+01 -7.4354504684759968e-02 9.9723697713743120e+01 7.4286010996678160e+00 -3.3334069639748644e-02 
6.9999999999999992e-01 -4.3006795485163720e+02 -9.7319010962699376e+01 -7.5353967199805936e-02 9.9716223298381744e+01 7.5282674704920944e+00 -3.3259457915618044e-02 
7.1000000000000000e-01 -4.2907081145965648e+02 -9.7243479554624208e+01 -7.6351191308082720e-02 9.9708666348120608e+01 7.6277031326054240e+00 -3.3184838864464640e-02 
7.2000000000000000e-01 -4.2807374384224584e+02 -9.7166954366831376e+01 -7.7346176790149648e-02 9.9701027539902592e+01 7.7269080159907904e+00 -3.3110212535568840e-02 
7.3000000000000000e-01 -4.2707675281629528e+02 -9.7089437707280640e+01 -7.8338923428042800e-02 9.9693307549243648e+01 7.8258820520067584e+00 -3.3035578977994356e-02 
7.4000000000000000e-01 -4.2607983919194304e+02 -9.7010931884614736e+01 -7.9329431005268592e-02 9.9685507050229936e+01 7.9246251733794128e+00 -3.2960938240588612e-02 
7.5000000000000000e-01 -4.2508300377259016e+02 -9.6931439208145712e+01 -8.0317699306797248e-02 9.9677626715515168e+01 8.0231373141943200e+00 -3.2886290371983212e-02 
7.6000000000000000e-01 -4.2408624735491464e+02 -9.6850961987841424e+01 -8.1303728119056288e-02 9.9669667216317744e+01 8.1214184098884880e+00 -3.2811635420594272e-02 
7.7000000000000000e-01 -4.2308957072888608e+02 -9.6769502534311952e+01 -8.2287517229924096e-02 9.9661629222418064e+01 8.2194683972423504e+00 -3.2736973434622800e-02 
7.8000000000000000e-01 -4.2209297467777960e+02 -9.6687063158796240e+01 -8.3269066428723536e-02 9.9653513402155808e+01 8.3172872143717616e+00 -3.2662304462055216e-02 
7.9000000000000000e-01 -4.2109645997819088e+02 -9.6603646173148752e+01 -8.4248375506215392e-02 9.9645320422427296e+01 8.4148748007199904e+00 -3.2587628550663668e-02 
8.0000000000000000e-01 -4.2010002740004984e+02 -9.6519253889826208e+01 -8.5225444254592032e-02 9.9637050948682848e+01 8.5122310970497472e+00 -3.2512945748006472e-02 
8.1000000000000000e-01 -4.1910367770663584e+02 -9.6433888621874432e+01 -8.6200272467470992e-02 9.9628705644924080e+01 8.6093560454352128e+00 -3.2438256101428484e-02 
8.2000000000000000e-01 -4.1810741165459176e+02 -9.6347552682915232e+01 -8.7172859939888512e-02 9.9620285173701520e+01 8.7062495892540752e+00 -3.2363559658061584e-02 
8.3000000000000000e-01 -4.1711122999393856e+02 -9.6260248387133408e+01 -8.8143206468293232e-02 9.9611790196111808e+01 8.8029116731795872e+00 -3.2288856464825024e-02 
8.4000000000000000e-01 -4.1611513346808984e+02 -9.6171978049263776e+01 -8.9111311850539744e-02 9.9603221371795408e+01 8.8993422431726368e+00 -3.2214146568425880e-02 
8.5000000000000000e-01 -4.1511912281386656e+02 -9.6082743984578368e+01 -9.0077175885882304e-02 9.9594579358933920e+01 8.9955412464738256e+00 -3.2139430015359432e-02 
8.6000000000000000e-01 -4.1412319876151144e+02 -9.5992548508873632e+01 -9.1040798374968416e-02 9.9585864814247728e+01 9.0915086315955664e+00 -3.2064706851909604e-02 
8.7000000000000000e-01 -4.1312736203470368e+02 -9.5901393938457680e+01 -9.2002179119832512e-02 9.9577078392993488e+01 9.1872443483141872e+00 -3.1989977124149324e-02 
8.8000000000000000e-01 -4.1213161335057360e+02 -9.5809282590137744e+01 -9.2961317923889632e-02 9.9568220748961744e+01 9.2827483476620480e+00 -3.1915240877941036e-02 
8.9000000000000000e-01 -4.1113595341971720e+02 -9.5716216781207632e+01 -9.3918214591929152e-02 9.9559292534474608e+01 9.3780205819196832e+00 -3.1840498158937080e-02 
9.0000000000000000e-01 -4.1014038294621104e+02 -9.5622198829435200e+01 -9.4872868930108384e-02 9.9550294400383232e+01 9.4730610046079440e+00 -3.1765749012580008e-02 
9.1000000000000000e-01 -4.0914490262762672e+02 -9.5527231053050048e+01 -9.5825280745946384e-02 9.9541226996065696e+01 9.5678695704801616e+00 -3.1690993484103196e-02 
9.2000000000000000e-01 -4.0814951315504592e+02 -9.5431315770731120e+01 -9.6775449848317648e-02 9.9532090969424496e+01 9.6624462355143168e+00 -3.1616231618531096e-02 
9.3000000000000000e-01 -4.0715421521307480e+02 -9.5334455301594576e+01 -9.7723376047445824e-02 9.9522886966884416e+01 9.7567909569052352e+00 -3.1541463460679716e-02 
9.4000000000000000e-01 -4.0615900947985912e+02 -9.5236651965181600e+01 -9.8669059154897488e-02 9.9513615633390192e+01 9.8509036930567856e+00 -3.1466689055157064e-02 
9.5000000000000000e-01 -4.0516389662709872e+02 -9.5137908081446320e+01 -9.9612498983575872e-02 9.9504277612404336e+01 9.9447844035740928e+00 -3.1391908446363580e-02 
