0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 
1.0000000000000000e-02 -2.4700000000000004e-04 -9.6606640000000000e-02 
2.0000000000000000e-02 -1.4383759986700000e-03 -1.8463440362979040e-01 
3.0000000000000000e-02 -3.4893118798454024e-03 -2.6447217800049604e-01 
4.0000000000000000e-02 -6.3188777578368152e-03 -3.3650743368331532e-01 
5.0000000000000000e-02 -9.8500122917647264e-03 -4.0112484926083032e-01 
6.0000000000000000e-02 -1.4009491568208228e-02 -4.5870506348944432e-01 
7.0000000000000008e-02 -1.8727885813203084e-02 -5.0962354905052000e-01 
8.0000000000000000e-02 -2.3939505134492892e-02 -5.5424960190996976e-01 
9.0000000000000000e-02 -2.9582335435277116e-02 -5.9294544036773688e-01 
1.0000000000000000e-01 -3.5597965581702084e-02 -6.2606540795789648e-01 
1.1000000000000000e-01 -4.1931506848176648e-02 -6.5395527445520208e-01 
1.2000000000000000e-01 -4.8531505607417176e-02 -6.7695162935310216e-01 
1.3000000000000000e-01 -5.5349850176073688e-02 -6.9538136229992064e-01 
1.4000000000000002e-01 -6.2341672671981072e-02 -7.0956122511251728e-01 
1.5000000000000000e-01 -6.9465246685622192e-02 -7.1979747012887352e-01 
1.6000000000000000e-01 -7.6681881516375280e-02 -7.2638555981132128e-01 
1.7000000000000002e-01 -8.3955813673624112e-02 -7.2960994266929472e-01 
1.8000000000000000e-01 -9.1254096293902016e-02 -7.2974389073331840e-01 
1.9000000000000000e-01 -9.8546487077974400e-02 -7.2704939397937152e-01 
2.0000000000000000e-01 -1.0580533530618050e-01 -7.2177710727371568e-01 
2.1000000000000000e-01 -1.1300546844648952e-01 -7.1416634558181976e-01 
2.2000000000000000e-01 -1.2012407882759898e-01 -7.0444512336023544e-01 
2.3000000000000000e-01 -1.2714061080903224e-01 -6.9283023422637912e-01 
2.4000000000000000e-01 -1.3403664884158196e-01 -6.7952736717738968e-01 
2.5000000000000000e-01 -1.4079580677459804e-01 -6.6473125580487216e-01 
2.6000000000000000e-01 -1.4740361873152328e-01 -6.4862585712677704e-01 
2.7000000000000000e-01 -1.5384743184172558e-01 -6.3138455683032856e-01 
2.8000000000000004e-01 -1.6011630108504272e-01 -6.1317039789029104e-01 
2.9000000000000000e-01 -1.6620088647551832e-01 -5.9413632969448304e-01 
3.0000000000000000e-01 -1.7209335278254126e-01 -5.7442547497290632e-01 
3.1000000000000000e-01 -1.7778727196096816e-01 -5.5417141198777672e-01 
3.2000000000000000e-01 -1.8327752843677712e-01 -5.3349846959881976e-01 
3.3000000000000000e-01 -1.8856022737132940e-01 -5.1252203297112296e-01 
3.4000000000000004e-01 -1.9363260600536240e-01 -4.9134885784141216e-01 
3.4999999999999996e-01 -1.9849294816335992e-01 -4.7007739140260248e-01 
3.6000000000000000e-01 -2.0314050197989436e-01 -4.4879809800573192e-01 
3.7000000000000000e-01 -2.0757540089186576e-01 -4.2759378801275456e-01 
3.8000000000000000e-01 -2.1179858792422440e-01 -4.0653994826306864e-01 
3.9000000000000000e-01 -2.1581174328170648e-01 -3.8570507274098800e-01 
4.0000000000000000e-01 -2.1961721524528464e-01 -3.6515099215059728e-01 
4.1000000000000000e-01 -2.2321795435938992e-01 -3.4493320121852416e-01 
4.2000000000000000e-01 -2.2661745088444048e-01 -3.2510118265412124e-01 
4.3000000000000000e-01 -2.2981967547877224e-01 -3.0569872680038244e-01 
4.4000000000000000e-01 -2.3282902306464772e-01 -2.8676424610766672e-01 
4.5000000000000000e-01 -2.3565025982457948e-01 -2.6833108365600984e-01 
4.6000000000000000e-01 -2.3828847326668600e-01 -2.5042781504054452e-01 
4.7000000000000000e-01 -2.4074902529115656e-01 -2.3307854301839388e-01 
4.8000000000000000e-01 -2.4303750818408436e-01 -2.1630318439445208e-01 
4.9000000000000000e-01 -2.4515970345989268e-01 -2.0011774869781500e-01 
5.0000000000000000e-01 -2.4712154346927088e-01 -1.8453460827038952e-01 
5.1000000000000000e-01 -2.4892907568592044e-01 -1.6956275945450938e-01 
5.2000000000000000e-01 -2.5058842958243356e-01 -1.5520807462734842e-01 
5.3000000000000000e-01 -2.5210578600324928e-01 -1.4147354488667956e-01 
5.4000000000000000e-01 -2.5348734894081256e-01 -1.2835951324521850e-01 
