  0.00000E+00  1.00000E+01  0.00000E+00
  1.00000E-02  9.99975E+00 -9.88000E-02
  2.00000E-02  9.99852E+00 -1.97600E-01
  3.00000E-02  9.99629E+00 -2.96400E-01
  4.00000E-02  9.99308E+00 -3.95200E-01
  5.00000E-02  9.98888E+00 -4.94000E-01
  6.00000E-02  9.98370E+00 -5.92800E-01
  7.00000E-02  9.97752E+00 -6.91600E-01
  8.00000E-02  9.97036E+00 -7.90400E-01
  9.00000E-02  9.96221E+00 -8.89200E-01
  1.00000E-01  9.95307E+00 -9.88000E-01
  1.10000E-01  9.94294E+00 -1.08680E+00
  1.20000E-01  9.93183E+00 -1.18560E+00
  1.30000E-01  9.91972E+00 -1.28440E+00
  1.40000E-01  9.90663E+00 -1.38320E+00
  1.50000E-01  9.89255E+00 -1.48200E+00
  1.60000E-01  9.87749E+00 -1.58080E+00
  1.70000E-01  9.86143E+00 -1.67960E+00
  1.80000E-01  9.84439E+00 -1.77840E+00
  1.90000E-01  9.82636E+00 -1.87720E+00
  2.00000E-01  9.80734E+00 -1.97600E+00
  2.10000E-01  9.78733E+00 -2.07480E+00
  2.20000E-01  9.76634E+00 -2.17360E+00
  2.30000E-01  9.74435E+00 -2.27240E+00
  2.40000E-01  9.72138E+00 -2.37120E+00
  2.50000E-01  9.69742E+00 -2.47000E+00
  2.60000E-01  9.67248E+00 -2.56880E+00
  2.70000E-01  9.64654E+00 -2.66760E+00
  2.80000E-01  9.61962E+00 -2.76640E+00
  2.90000E-01  9.59171E+00 -2.86520E+00
  3.00000E-01  9.56281E+00 -2.96400E+00
  3.10000E-01  9.53292E+00 -3.06280E+00
  3.20000E-01  9.50204E+00 -3.16160E+00
  3.30000E-01  9.47018E+00 -3.26040E+00
  3.40000E-01  9.43733E+00 -3.35920E+00
  3.50000E-01  9.40349E+00 -3.45800E+00
  3.60000E-01  9.36866E+00 -3.55680E+00
  3.70000E-01  9.33285E+00 -3.65560E+00
  3.80000E-01  9.29605E+00 -3.75440E+00
  3.90000E-01  9.25825E+00 -3.85320E+00
  4.00000E-01  9.21947E+00 -3.95200E+00
  4.10000E-01  9.17971E+00 -4.05080E+00
  4.20000E-01  9.13895E+00 -4.14960E+00
  4.30000E-01  9.09721E+00 -4.24840E+00
  4.40000E-01  9.05448E+00 -4.34720E+00
  4.50000E-01  9.01076E+00 -4.44600E+00
  4.60000E-01  8.96605E+00 -4.54480E+00
  4.70000E-01  8.92036E+00 -4.64360E+00
  4.80000E-01  8.87367E+00 -4.74240E+00
  4.90000E-01  8.82600E+00 -4.84120E+00
  5.00000E-01  8.77734E+00 -4.94000E+00
  5.10000E-01  8.72769E+00 -5.03880E+00
  5.20000E-01  8.67706E+00 -5.13760E+00
  5.30000E-01  8.62544E+00 -5.23640E+00
  5.40000E-01  8.57282E+00 -5.33520E+00
  5.50000E-01  8.51923E+00 -5.43400E+00
  5.60000E-01  8.46464E+00 -5.53280E+00
  5.70000E-01  8.40906E+00 -5.63160E+00
  5.80000E-01  8.35250E+00 -5.73040E+00
  5.90000E-01  8.29495E+00 -5.82920E+00
  6.00000E-01  8.23641E+00 -5.92800E+00
  6.10000E-01  8.17688E+00 -6.02680E+00
  6.20000E-01  8.11637E+00 -6.12560E+00
  6.30000E-01  8.05486E+00 -6.22440E+00
  6.40000E-01  7.99237E+00 -6.32320E+00
  6.49999E-01  7.92889E+00 -6.42200E+00
  6.59999E-01  7.86442E+00 -6.52080E+00
  6.69999E-01  7.79897E+00 -6.61960E+00
  6.79999E-01  7.73253E+00 -6.71839E+00
  6.89999E-01  7.66510E+00 -6.81719E+00
  6.99999E-01  7.59668E+00 -6.91599E+00
  7.09999E-01  7.52727E+00 -7.01479E+00
  7.19999E-01  7.45688E+00 -7.11359E+00
  7.29999E-01  7.38549E+00 -7.21239E+00
  7.39999E-01  7.31312E+00 -7.31119E+00
  7.49999E-01  7.23977E+00 -7.40999E+00
  7.59999E-01  7.16542E+00 -7.50879E+00
  7.69999E-01  7.09008E+00 -7.60759E+00
  7.79999E-01  7.01376E+00 -7.70639E+00
  7.89999E-01  6.93645E+00 -7.80519E+00
  7.99999E-01  6.85815E+00 -7.90399E+00
  8.09999E-01  6.77887E+00 -8.00279E+00
  8.19999E-01  6.69859E+00 -8.10159E+00
  8.29999E-01  6.61733E+00 -8.20039E+00
  8.39999E-01  6.53508E+00 -8.29919E+00
  8.49999E-01  6.45184E+00 -8.39799E+00
  8.59999E-01  6.36761E+00 -8.49679E+00
  8.69999E-01  6.28240E+00 -8.59560E+00
  8.79999E-01  6.19620E+00 -8.69440E+00
  8.89999E-01  6.10900E+00 -8.79320E+00
  8.99999E-01  6.02083E+00 -8.89200E+00
  9.09999E-01  5.93166E+00 -8.99080E+00
  9.19999E-01  5.84151E+00 -9.08960E+00
  9.29999E-01  5.75036E+00 -9.18840E+00
  9.39999E-01  5.65823E+00 -9.28720E+00
  9.49999E-01  5.56511E+00 -9.38600E+00
  9.59999E-01  5.47101E+00 -9.48480E+00
  9.69999E-01  5.37591E+00 -9.58360E+00
  9.79999E-01  5.27983E+00 -9.68240E+00
  9.89999E-01  5.18276E+00 -9.78120E+00
  9.99999E-01  5.08470E+00 -9.88000E+00
  1.01000E+00  4.98565E+00 -9.97880E+00
  1.02000E+00  4.88562E+00 -1.00776E+01
  1.03000E+00  4.78460E+00 -1.01764E+01
  1.04000E+00  4.68258E+00 -1.02752E+01
  1.05000E+00  4.57959E+00 -1.03740E+01
  1.06000E+00  4.47560E+00 -1.04728E+01
  1.07000E+00  4.37062E+00 -1.05716E+01
  1.08000E+00  4.26466E+00 -1.06704E+01
  1.09000E+00  4.15771E+00 -1.07692E+01
  1.10000E+00  4.04977E+00 -1.08680E+01
  1.11000E+00  3.94085E+00 -1.09668E+01
  1.12000E+00  3.83093E+00 -1.10656E+01
  1.13000E+00  3.72003E+00 -1.11644E+01
  1.14000E+00  3.60814E+00 -1.12632E+01
  1.15000E+00  3.49526E+00 -1.13620E+01
  1.16000E+00  3.38139E+00 -1.14608E+01
  1.17000E+00  3.26653E+00 -1.15596E+01
  1.18000E+00  3.15069E+00 -1.16584E+01
  1.19000E+00  3.03386E+00 -1.17572E+01
  1.20000E+00  2.91604E+00 -1.18560E+01
  1.21000E+00  2.79723E+00 -1.19548E+01
  1.22000E+00  2.67744E+00 -1.20536E+01
  1.23000E+00  2.55665E+00 -1.21524E+01
  1.24000E+00  2.43488E+00 -1.22512E+01
  1.25000E+00  2.31212E+00 -1.23500E+01
  1.26000E+00  2.18838E+00 -1.24488E+01
  1.27000E+00  2.06364E+00 -1.25476E+01
  1.28000E+00  1.93792E+00 -1.26464E+01
  1.29000E+00  1.81121E+00 -1.27452E+01
  1.30000E+00  1.68351E+00 -1.28440E+01
  1.31000E+00  1.55482E+00 -1.29428E+01
  1.32000E+00  1.42514E+00 -1.30416E+01
  1.33000E+00  1.29448E+00 -1.31404E+01
  1.34000E+00  1.16283E+00 -1.32392E+01
  1.35000E+00  1.03019E+00 -1.33380E+01
  1.36000E+00  8.96564E-01 -1.34368E+01
  1.37000E+00  7.61948E-01 -1.35356E+01
